,id,name
198,f614c969-e6ed-46ea-a339-5aba9bf08cdc,Turm
199,9390c13f-25f7-41dc-8a7d-3e5ca2930ddd,Kunst- / Design Museum
200,1a7d1083-73b6-3705-9aaf-eda00bee71aa,Fernwanderweg
201,7d59c58f-b2bc-4acc-89cf-a16bb1738e9c,Skatepark / Pumptrack
202,ceab349b-886b-4068-baf8-959eb69aa49c,Imkerei
203,3ab74752-098e-4549-b95f-6b5d4ae60c25,Sportgeschäft
204,0b9c2b10-4c36-4917-9cee-6b800536c875,Galerie
205,676304ce-2c50-30a8-a8fa-da5ae319f736,Winterwanderweg
206,42c1db58-b639-4213-bbc2-25af1f47a4bb,Gravel-Tour
207,4313eeee-e219-3aa5-9cb9-c457fc659c12,Schneeschuhtour
208,f69d873d-c348-34aa-82b3-fbba5288f7f5,Rennradtour
209,13ae63e5-7139-3a58-a663-9b78656397c9,Motorradtour
210,38eba28a-8509-4509-a2e1-4f219ce3da7e,Bergrestaurant
211,79888b0c-b5ee-48c3-b0df-301617948ce8,Bergbahn
212,aa92bb82-ab3b-416e-8677-80ec1bad6bc9,Feuerwehr
213,b13f6469-51bf-48a0-8821-183081ff6ba6,Golfplatz
214,f6effa41-7382-426d-afc8-ef4b1c21c96c,Angelmöglichkeit
215,04bca5e7-f39a-4fc3-8cfa-2ce533621fbb,Bootsverleih
216,5c63a499-ea01-4e47-9a71-604fadfd5d4c,Rennstrecke
217,23ccdd6c-b9d2-46d3-a53a-8be302e417c1,Schneeschuhverleih
218,c3a5f1bb-e6e2-466d-861f-356a91bcaf24,Rodelhang
219,3992efcb-3626-4ef4-b776-4802b6ab7847,Tanzschule
220,f108429f-9ecf-41e3-a509-77d830d8f0f4,Thermalbad
221,21a0ad54-802e-492c-bb73-ea903e5873a9,Jugendherberge
222,899e32e2-ca40-4554-85db-0b9eae116b45,Fachwerkhaus
223,ebe3122c-79e1-4d70-975f-0b79642ba835,Stadtmauer / Tor
224,d0f3e770-f3b3-3ce7-b8a2-b105c05c8692,Rodelabfahrt
225,b9a1e04a-a380-3c78-854f-932dcfd343a4,Lehrpfad
226,0ec8aabb-e5bd-44b3-9409-2db0cf60c8bb,Physiotherapeut
227,698dcf52-a92c-4c63-b6f1-e3fa60eca697,Berühmtes Bauwerk
228,1bb45550-d950-4786-aac6-f6fe45149138,Reiterhof
229,63dc87ee-af0f-4542-8a4b-57996f136574,Kletterhalle
230,bda79be1-1d3f-46bc-a837-decc7e6598dd,Brücke / Viadukt
231,3d6d26e6-df70-4630-8b8f-f90d2cb0877e,Busparkplatz
232,de13a691-3b90-4884-8943-4a8471204d13,Glashütte
233,38206ed7-40b1-40a3-b41d-c9ca5bb5a0c7,Concept Store
234,f9a67d54-ad43-4111-9568-8c2c93cf0222,Einkaufszentrum
235,6bbd8478-4c63-4d61-b48e-1088eb2eb9f4,WLAN Hotspot
236,5bf95214-5573-406a-8971-3d8d95f0a70c,Versicherungsanbieter
237,7d444caf-5cef-4715-ab37-92064b8aa2bf,Damenmodegeschäft
238,e19b09bb-f9a9-4e6d-873e-f92aea841710,Festspielhaus
239,844fb825-e441-42e2-a2c6-e0bbd986af79,Fotograf/in
240,7541be26-1774-4f5c-94f0-d95b75ba1fc7,Möbelhandel
241,44a134ab-68c9-42b8-b1ae-dc78c35ef923,Fitnessstudio
242,8e564c0a-b721-4a34-9b6a-7d01cbc20b72,Schuhgeschäft
243,985a4b10-f82d-44ec-b319-bf6615d87cc8,Optiker
244,a11247e3-bc14-41ea-b4c4-2200b8668609,Rösterei
245,9d548bbe-9b61-45c8-b5ad-bda2a3c9d7bb,Spielwarengeschäft
246,531ba243-9846-431c-9443-d377c2616210,Weinhandlung
247,87484e73-f1a1-4d31-99a3-7398292f779f,Herrenmodegeschäft
248,8100e2cb-9d1b-4cac-9481-578ea72ebcf2,Koffer- / Taschengeschäft
249,aaabfc5b-b6c6-41ab-bbf3-4d6323b6ed25,Vinothek
250,9612e700-a7f5-4578-a35b-e4b08a3dff6a,Parfümerie
251,bf4572e0-8a36-4391-be45-a24a699d50b3,Einzelhandel
252,a30849e9-dc0b-4143-90d8-bf0b359eebb3,Gewerbeverein
253,8a8519b5-0385-4158-aaaf-ad2e66120533,Abfallentsorgung
254,2fc60697-4af3-46ff-9644-4995405a654e,Finanzberater
255,4b2a25e1-401d-4811-a9b1-8e50ed1a5672,Brautmodengeschäft
256,3ddf2a87-0c09-4f6e-b959-41fd941fa025,Tabakladen
257,f2baab71-8b59-4fb2-a57a-3b41b92f2bbc,Immobilienmakler
258,1e64b55e-eb09-447e-82b0-782a172340cf,Kelterei
259,301988d5-e04a-42c4-95e8-83fe0fd30304,Elektrofachhandel
260,24bfe111-2a39-40c9-bc56-ca197aad116b,Autohaus
261,e068c118-9aa6-4996-b368-72c820e8d94a,Segelflugplatz
262,c240b5d6-c26e-48f8-a298-9cda4bbfff67,Mobiltelefongeschäft
263,529fea82-3398-46f2-94a2-5624c9a00f38,Fotograf / Filmemacher
264,b8f16ecd-1a76-482a-8845-e7c51e71e58f,Autovermietung
265,b29e4267-2051-46d4-87f3-ada4c86272d9,Mediendienstleister
266,fb61ea42-b0e6-405f-81c3-b03b40cdc09f,Juwelier
267,7458d87e-cc7b-4ff3-ab19-7996d9bbd1ce,Druckerei
268,4265aace-e747-4dda-aa88-990ea714773f,Musikgeschäft
269,74e68b52-72c0-44c2-95af-8ba078130a42,Hochschule
270,73e054e8-07d3-4ce3-b027-9607917b5e40,Schreibwarengeschäft
271,97351bd3-0073-411d-be12-ab2b897e2589,Geschäft für Modeaccessoires
272,96b60e8d-2a59-47b7-919b-d600c7bc95e4,Hochzeitsservice
273,cfbcb099-dd62-4f30-80dd-faaebf158c85,Veranstaltungstechnik-Dienstleistung
